Time,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,time_num,Temp,Rel_Hum,Weather,Hour,Month
2012-07-03 03:00:00,1987,600,2,1385,21,146,0,777,43,113,36,18,51,0,7,0,0,0,0,33,0,37,103,1207030300,11.4,82.0,10.0,03,07
2012-07-03 04:00:00,4350,2319,0,2031,0,144,0,755,39,112,35,20,51,0,109,0,0,0,130,30,0,38,568,1207030400,11.4,82.0,6.0,04,07
2012-07-03 05:00:00,3253,2179,0,1074,0,475,0,2,40,113,36,15,51,0,7,0,0,0,6,4,0,188,137,1207030500,11.5,81.0,5.0,05,07
2012-07-03 06:00:00,1338,173,2,1163,0,472,0,0,40,113,37,15,51,0,8,0,0,0,123,5,0,188,111,1207030600,11.4,80.0,5.0,06,07
2012-07-03 07:00:00,653,173,2,478,0,125,0,2,42,114,37,15,51,0,7,0,0,0,0,5,0,38,42,1207030700,11.6,80.0,5.0,07,07
2012-07-03 08:00:00,648,173,0,475,0,123,0,0,40,115,39,15,51,0,8,0,0,0,0,5,0,38,41,1207030800,12.1,82.0,5.0,08,07
2012-07-03 09:00:00,781,178,2,601,0,122,0,0,41,113,37,19,51,0,8,0,0,0,0,5,0,38,167,1207030900,12.0,80.0,6.0,09,07
2012-07-03 10:00:00,763,175,2,586,0,122,0,0,30,115,38,15,52,0,8,0,0,0,130,5,0,37,34,1207031000,12.6,79.0,11.0,10,07
2012-07-03 11:00:00,758,175,0,583,0,122,0,0,40,114,37,15,51,0,8,0,0,0,0,5,0,38,153,1207031100,14.1,73.0,11.0,11,07
2012-07-03 12:00:00,767,175,0,592,0,122,0,0,40,114,37,15,51,0,7,0,0,0,127,5,0,39,35,1207031200,15.0,69.0,11.0,12,07
2012-07-03 13:00:00,964,377,2,585,0,122,0,0,40,114,37,15,51,0,8,0,0,0,0,5,0,38,155,1207031300,16.9,62.0,11.0,13,07
2012-07-03 14:00:00,758,173,2,583,0,122,0,0,40,113,37,19,51,0,7,0,0,0,125,5,0,39,25,1207031400,18.2,58.0,11.0,14,07
2012-07-03 15:00:00,744,171,0,573,0,122,0,0,40,112,36,15,50,0,8,0,0,0,0,5,0,39,146,1207031500,17.9,56.0,3.0,15,07
2012-07-03 16:00:00,644,45,0,599,0,84,0,0,42,111,37,19,51,0,7,0,0,0,146,5,0,39,58,1207031600,16.0,64.0,11.0,16,07
2012-07-03 17:00:00,799,43,0,756,0,75,0,0,39,111,36,14,50,0,56,0,0,0,0,5,0,39,331,1207031700,16.6,59.0,11.0,17,07
2012-07-03 18:00:00,667,43,2,622,0,74,0,0,39,110,36,24,50,0,55,0,0,0,0,5,0,38,191,1207031800,16.2,57.0,11.0,18,07
2012-07-03 19:00:00,566,43,0,523,0,60,0,0,40,110,37,18,50,1,7,0,0,0,123,5,0,37,35,1207031900,15.7,57.0,11.0,19,07
2012-07-03 20:00:00,447,45,2,400,0,64,0,0,39,111,37,15,51,0,8,0,0,0,0,5,0,38,32,1207032000,14.7,62.0,11.0,20,07
2012-07-03 21:00:00,525,45,0,480,0,3,0,0,39,111,36,20,50,0,17,0,0,0,122,5,0,38,39,1207032100,14.5,62.0,11.0,21,07
2012-07-03 22:00:00,575,43,0,532,0,3,0,0,40,110,36,14,50,0,8,0,6,0,0,5,0,38,222,1207032200,13.8,65.0,11.0,22,07
2012-07-03 23:00:00,1242,43,0,1199,0,332,0,0,46,111,37,21,50,0,57,0,35,0,126,4,0,120,260,1207032300,13.7,64.0,11.0,23,07
2012-07-04 00:00:00,977,422,0,555,0,2,0,0,40,111,38,18,50,0,8,0,22,0,0,5,0,49,212,1207040000,13.1,66.0,11.0,00,07
2012-07-04 01:00:00,1064,404,2,658,0,2,0,0,39,111,36,18,50,0,16,0,7,0,136,5,0,38,200,1207040100,12.5,66.0,11.0,01,07
2012-07-04 02:00:00,1370,118,2,1250,21,330,0,0,40,111,38,169,51,0,16,0,0,0,122,5,0,38,309,1207040200,11.8,70.0,11.0,02,07
2012-07-04 03:00:00,1549,342,0,1207,0,331,0,0,40,110,35,165,51,0,57,0,0,0,0,4,0,37,377,1207040300,11.4,67.0,11.0,03,07
2012-07-04 04:00:00,1745,187,0,1558,0,332,0,0,40,111,36,63,51,0,70,0,0,0,123,5,0,177,550,1207040400,9.5,73.0,12.0,04,07
2012-07-04 05:00:00,1170,191,2,977,0,330,0,0,41,111,37,63,51,0,7,0,0,0,0,4,0,333,0,1207040500,10.9,73.0,12.0,05,07
2012-07-04 06:00:00,708,191,4,513,0,2,0,0,31,111,38,63,51,0,7,0,0,0,128,5,0,37,40,1207040600,12.6,68.0,12.0,06,07
2012-07-04 07:00:00,2243,1859,0,384,0,2,0,0,40,110,37,64,51,0,8,0,0,0,0,5,0,38,29,1207040700,13.5,63.0,12.0,07,07
2012-07-04 08:00:00,699,173,2,524,0,2,0,0,40,111,37,64,51,0,7,0,0,0,131,5,0,38,38,1207040800,15.1,60.0,12.0,08,07
2012-07-04 09:00:00,562,173,2,387,0,2,0,0,40,111,36,63,51,0,7,0,0,0,1,5,0,37,34,1207040900,14.9,68.0,12.0,09,07
2012-07-04 10:00:00,566,173,0,393,0,2,0,0,40,111,38,65,51,0,7,0,0,0,0,5,0,37,37,1207041000,15.3,63.0,12.0,10,07
2012-07-04 11:00:00,562,171,4,387,0,2,0,0,41,111,38,63,52,0,7,0,0,0,0,5,0,37,31,1207041100,16.5,52.0,12.0,11,07
2012-07-04 12:00:00,575,173,2,400,0,2,0,0,45,111,37,63,51,0,7,0,0,0,1,5,0,38,40,1207041200,17.1,49.0,12.0,12,07
2012-07-04 13:00:00,799,173,2,624,0,2,0,0,40,111,37,63,51,0,7,0,0,0,129,5,0,37,142,1207041300,17.5,54.0,12.0,13,07
2012-07-04 14:00:00,566,180,0,386,0,2,0,0,40,110,36,63,51,0,7,0,0,0,0,5,0,37,35,1207041400,16.9,53.0,12.0,14,07
2012-07-04 15:00:00,557,43,2,512,0,2,0,0,41,111,38,63,51,0,16,0,0,0,1,5,0,37,147,1207041500,16.8,54.0,11.0,15,07
2012-07-04 16:00:00,621,43,4,574,0,2,0,0,40,11,37,144,47,0,16,0,0,0,0,5,0,35,237,1207041600,17.2,54.0,12.0,16,07
2012-07-04 17:00:00,1357,43,2,1312,0,372,303,0,40,13,36,78,45,0,56,0,0,0,1,4,0,36,328,1207041700,17.3,53.0,12.0,17,07
2012-07-04 18:00:00,1147,45,2,1100,0,329,0,0,42,12,37,66,46,0,55,0,0,0,137,5,0,157,214,1207041800,17.0,56.0,12.0,18,07
2012-07-04 19:00:00,726,171,2,553,0,2,0,0,30,12,36,15,45,0,62,273,0,0,0,5,0,43,30,1207041900,16.6,51.0,12.0,19,07
2012-07-04 20:00:00,1188,175,2,1011,0,327,0,0,39,12,36,15,46,0,22,0,0,0,143,5,0,164,202,1207042000,14.2,69.0,12.0,20,07
2012-07-04 21:00:00,434,182,2,250,0,2,0,0,39,12,37,18,45,0,19,0,0,0,0,5,0,44,29,1207042100,14.7,68.0,12.0,21,07
2012-07-04 22:00:00,516,45,4,467,0,2,0,0,39,96,37,18,51,0,17,0,0,0,129,5,0,45,28,1207042200,14.4,67.0,12.0,22,07
2012-07-04 23:00:00,607,265,0,342,0,2,0,0,42,96,37,16,50,0,17,0,0,0,1,5,0,44,32,1207042300,14.1,69.0,13.0,23,07
2012-07-05 00:00:00,817,365,4,448,0,2,0,0,40,95,37,19,50,0,7,0,0,0,125,5,0,44,24,1207050000,12.5,67.0,12.0,00,07
2012-07-05 01:00:00,786,450,2,334,0,2,0,0,42,96,35,12,50,0,7,0,0,0,7,5,0,43,35,1207050100,12.0,69.0,13.0,01,07
2012-07-05 02:00:00,379,45,0,334,0,2,0,0,40,98,36,16,50,0,7,0,0,0,0,5,0,44,36,1207050200,12.0,69.0,12.0,02,07
2012-07-05 03:00:00,594,43,0,551,0,2,0,0,40,97,38,18,50,0,65,0,0,0,1,5,0,45,190,1207050300,11.0,71.0,12.0,03,07
2012-07-05 04:00:00,502,45,4,453,21,2,0,0,40,97,36,12,50,0,7,0,0,0,0,5,0,45,138,1207050400,10.6,74.0,12.0,04,07
2012-07-05 05:00:00,2161,541,2,1618,0,331,0,0,40,96,36,12,51,0,7,0,0,0,7,33,0,341,664,1207050500,11.2,74.0,12.0,05,07
2012-07-05 06:00:00,1183,178,0,1005,0,336,0,0,40,99,38,12,51,0,18,0,0,0,0,4,0,205,202,1207050600,12.5,71.0,12.0,06,07
2012-07-05 07:00:00,507,173,2,332,0,2,0,0,41,97,36,14,51,0,7,0,0,0,0,5,0,43,36,1207050700,14.8,65.0,12.0,07,07
2012-07-05 08:00:00,626,173,2,451,0,2,0,0,45,96,37,12,51,0,8,0,0,0,129,5,0,42,24,1207050800,16.2,61.0,12.0,08,07
2012-07-05 09:00:00,498,171,4,323,0,2,0,0,40,97,37,12,51,0,7,0,0,0,1,5,0,43,28,1207050900,16.2,66.0,12.0,09,07
2012-07-05 10:00:00,635,173,2,460,0,2,0,0,40,96,39,12,51,0,7,0,0,0,124,5,0,43,41,1207051000,16.2,66.0,12.0,10,07
2012-07-05 11:00:00,516,171,2,343,0,2,0,0,40,96,37,12,51,0,8,0,0,0,7,5,0,43,42,1207051100,17.2,63.0,12.0,11,07
2012-07-05 12:00:00,639,173,4,462,0,2,0,0,40,98,38,12,51,0,7,0,0,0,124,5,0,43,42,1207051200,17.1,63.0,12.0,12,07
2012-07-05 13:00:00,607,281,2,324,0,2,0,0,40,96,36,16,51,0,7,0,0,0,0,5,0,43,28,1207051300,18.6,56.0,12.0,13,07
2012-07-05 14:00:00,639,173,0,466,0,2,0,0,41,96,38,16,51,0,7,0,0,0,127,5,0,42,41,1207051400,19.2,57.0,12.0,14,07
2012-07-05 15:00:00,525,171,2,352,0,2,0,0,39,95,36,12,50,0,7,0,0,0,1,5,0,42,63,1207051500,19.7,52.0,12.0,15,07
2012-07-05 16:00:00,635,173,0,462,0,2,0,0,39,96,36,12,51,0,8,0,6,0,130,5,0,43,34,1207051600,19.5,54.0,12.0,16,07
2012-07-05 17:00:00,959,173,2,784,0,2,0,0,40,95,36,12,50,0,57,0,2,0,1,22,0,42,425,1207051700,18.9,55.0,12.0,17,07
2012-07-05 18:00:00,735,175,2,558,0,2,0,0,39,95,37,12,51,0,55,0,0,0,1,5,0,42,219,1207051800,19.1,58.0,13.0,18,07
2012-07-05 19:00:00,639,180,2,457,0,2,0,0,40,96,38,12,51,0,8,0,0,0,1,5,0,42,162,1207051900,18.3,61.0,12.0,19,07
2012-07-05 20:00:00,511,43,2,466,0,2,0,0,41,96,37,13,51,0,7,0,0,0,130,5,0,42,42,1207052000,17.5,62.0,12.0,20,07
2012-07-05 21:00:00,621,201,0,420,0,2,0,0,45,97,36,12,51,0,8,0,0,0,1,5,0,42,121,1207052100,17.0,63.0,12.0,21,07
2012-07-05 22:00:00,507,175,0,332,0,2,0,0,40,99,36,12,51,0,7,0,0,0,0,5,0,42,38,1207052200,15.8,68.0,12.0,22,07
2012-07-05 23:00:00,676,180,4,492,0,2,0,0,42,97,38,18,51,0,58,0,0,0,1,5,0,42,138,1207052300,15.1,69.0,12.0,23,07
2012-07-06 00:00:00,1032,315,0,717,0,2,0,0,40,97,36,12,50,132,7,0,0,0,138,5,0,42,156,1207060000,14.7,64.0,13.0,00,07
2012-07-06 01:00:00,2673,2282,2,389,0,2,0,0,39,100,37,12,51,44,7,0,0,0,1,21,0,42,33,1207060100,14.2,64.0,12.0,01,07
2012-07-06 02:00:00,2696,2131,0,565,0,2,0,0,39,98,35,12,50,0,16,0,0,0,122,5,0,44,142,1207060200,12.7,68.0,13.0,02,07
2012-07-06 03:00:00,913,178,0,735,21,32,0,0,41,98,37,12,51,0,7,0,0,0,149,5,0,43,239,1207060300,11.7,75.0,13.0,03,07
2012-07-06 04:00:00,781,173,2,606,0,23,0,0,30,98,37,12,51,1,8,0,0,0,1,5,0,43,297,1207060400,11.7,79.0,12.0,04,07
2012-07-06 05:00:00,1562,297,4,1261,0,372,0,0,39,99,36,12,51,0,7,0,0,0,7,31,0,327,280,1207060500,13.1,75.0,12.0,05,07
2012-07-06 06:00:00,1270,173,0,1097,0,337,0,0,40,100,37,12,51,0,7,0,0,0,0,5,0,233,275,1207060600,14.9,68.0,12.0,06,07
2012-07-06 07:00:00,520,173,0,347,0,3,0,0,40,100,37,16,51,0,13,0,0,0,7,5,0,44,31,1207060700,16.9,61.0,12.0,07,07
2012-07-06 08:00:00,507,173,0,334,0,3,0,0,40,100,36,16,51,0,7,0,0,0,1,5,0,44,31,1207060800,18.8,55.0,13.0,08,07
2012-07-06 09:00:00,616,173,2,441,0,3,0,0,41,101,38,12,51,0,7,0,0,0,0,5,0,44,139,1207060900,19.2,55.0,13.0,09,07
2012-07-06 10:00:00,393,45,2,346,0,3,0,0,44,100,36,16,51,0,7,0,0,0,1,5,0,44,39,1207061000,19.3,62.0,12.0,10,07
2012-07-06 11:00:00,488,45,0,443,0,3,0,0,40,100,38,12,51,0,7,0,0,0,1,5,0,44,142,1207061100,19.7,63.0,13.0,11,07
2012-07-06 12:00:00,520,45,2,473,0,3,0,0,40,100,38,12,52,0,7,0,0,0,131,5,0,43,42,1207061200,20.3,61.0,12.0,12,07
2012-07-06 13:00:00,584,205,2,377,0,3,0,0,40,98,37,16,50,0,7,0,0,0,0,5,0,44,77,1207061300,21.4,57.0,12.0,13,07
2012-07-06 14:00:00,507,173,0,334,0,3,0,0,39,99,38,12,50,1,7,0,0,0,0,5,0,43,37,1207061400,22.3,50.0,10.0,14,07
2012-07-06 15:00:00,1009,173,0,836,0,399,0,0,40,97,38,16,51,0,7,0,0,0,0,4,0,44,140,1207061500,22.2,49.0,11.0,15,07
2012-07-06 16:00:00,1265,169,2,1094,0,348,0,0,41,98,37,12,51,0,7,0,0,0,129,5,0,44,322,1207061600,23.3,44.0,11.0,16,07
2012-07-06 17:00:00,1585,173,2,1410,0,373,135,0,30,100,36,12,51,0,58,0,0,0,137,5,0,45,428,1207061700,21.8,44.0,11.0,17,07
2012-07-06 18:00:00,525,187,2,336,0,3,0,0,40,100,36,12,50,0,8,0,0,0,1,5,0,45,36,1207061800,20.6,42.0,12.0,18,07
2012-07-06 19:00:00,1110,41,0,1069,0,334,0,0,41,100,37,12,50,0,7,0,0,0,0,5,0,44,439,1207061900,19.7,57.0,12.0,19,07
2012-07-06 20:00:00,626,41,2,583,0,3,0,0,40,100,36,12,51,0,7,0,0,0,135,5,0,44,150,1207062000,19.1,56.0,12.0,20,07
2012-07-06 21:00:00,507,43,2,462,0,3,0,0,40,100,37,16,50,131,7,0,0,0,0,5,0,45,28,1207062100,16.3,65.0,12.0,21,07
2012-07-06 22:00:00,603,41,0,562,0,3,0,0,40,100,37,12,50,85,11,0,0,0,133,5,0,45,41,1207062200,15.2,68.0,12.0,22,07
2012-07-06 23:00:00,1069,43,0,1026,0,330,0,0,43,99,36,15,50,1,63,0,0,0,122,5,0,46,216,1207062300,14.6,69.0,12.0,23,07
2012-07-07 00:00:00,740,43,0,697,341,3,0,0,40,100,37,12,50,0,17,0,0,0,0,5,0,43,49,1207070000,13.9,72.0,12.0,00,07
2012-07-07 01:00:00,731,41,2,688,0,3,0,0,40,100,37,16,50,0,16,0,7,0,132,5,0,55,227,1207070100,14.9,71.0,13.0,01,07
2012-07-07 02:00:00,447,43,0,404,0,3,0,7,40,99,37,12,50,0,16,0,6,0,0,34,0,43,57,1207070200,14.5,66.0,13.0,02,07
2012-07-07 03:00:00,612,43,0,569,0,3,0,14,40,100,35,12,50,0,56,0,6,0,130,5,0,44,74,1207070300,12.0,72.0,13.0,03,07
2012-07-07 04:00:00,1032,45,2,985,0,335,0,2,40,100,37,22,50,0,22,0,7,0,0,4,0,169,197,1207070400,12.4,73.0,12.0,04,07
2012-07-07 05:00:00,2024,45,2,1977,0,331,0,748,40,100,36,16,51,0,58,0,7,0,130,5,0,196,259,1207070500,12.9,73.0,12.0,05,07
2012-07-07 06:00:00,644,43,0,601,0,3,0,0,47,100,39,12,52,0,7,0,7,0,129,5,0,47,153,1207070600,13.6,71.0,12.0,06,07
2012-07-07 07:00:00,393,43,2,348,0,3,0,0,40,100,36,12,50,0,7,0,7,0,0,5,0,45,43,1207070700,15.4,65.0,13.0,07,07
2012-07-07 08:00:00,525,43,2,480,0,3,0,0,40,100,37,12,51,0,7,0,7,0,130,5,0,45,43,1207070800,16.6,63.0,13.0,08,07
2012-07-07 09:00:00,393,43,2,348,0,3,0,0,40,100,36,12,51,0,8,0,7,0,0,5,0,43,43,1207070900,16.9,61.0,12.0,09,07
2012-07-07 10:00:00,511,45,4,462,0,3,0,0,40,100,38,16,52,0,7,0,6,0,125,5,0,43,27,1207071000,17.3,63.0,12.0,10,07
2012-07-07 11:00:00,388,43,2,343,0,3,0,0,41,101,37,12,51,0,7,0,2,0,0,5,0,43,41,1207071100,18.2,64.0,13.0,11,07
2012-07-07 12:00:00,516,43,2,471,0,3,0,0,42,100,38,12,51,0,7,0,0,0,127,5,0,43,43,1207071200,18.6,66.0,13.0,12,07
2012-07-07 13:00:00,388,43,2,343,0,4,0,0,32,101,39,12,51,0,7,0,0,0,0,5,0,43,49,1207071300,20.3,62.0,13.0,13,07
2012-07-07 14:00:00,383,45,0,338,0,3,0,0,40,100,36,12,51,0,7,0,0,0,0,5,0,44,40,1207071400,21.1,63.0,13.0,14,07
2012-07-07 15:00:00,621,45,2,574,0,3,0,0,40,99,37,12,51,0,8,0,0,0,132,5,0,44,143,1207071500,21.5,61.0,13.0,15,07
2012-07-07 16:00:00,516,43,2,471,0,3,0,0,40,100,35,19,51,0,8,0,4,0,123,5,0,44,39,1207071600,21.5,63.0,13.0,16,07
2012-07-07 17:00:00,648,201,0,447,0,3,0,0,40,99,36,19,50,0,8,0,0,0,0,5,0,44,143,1207071700,21.2,60.0,13.0,17,07
2012-07-07 18:00:00,507,173,0,334,0,3,0,0,40,100,36,15,50,0,7,0,0,0,0,5,0,44,34,1207071800,20.1,64.0,13.0,18,07
2012-07-07 19:00:00,644,178,0,466,0,3,0,0,44,100,35,15,51,0,8,0,0,0,128,5,0,44,33,1207071900,19.7,66.0,13.0,19,07
2012-07-07 20:00:00,516,175,0,341,0,3,0,0,40,100,35,15,50,0,8,0,0,0,0,5,0,44,41,1207072000,19.3,67.0,13.0,20,07
2012-07-07 21:00:00,644,178,0,466,0,3,0,0,40,100,38,15,51,0,7,0,0,0,148,5,0,44,15,1207072100,18.4,70.0,13.0,21,07
2012-07-07 22:00:00,516,175,2,339,0,3,0,0,40,101,37,15,50,1,7,0,0,0,0,5,0,44,36,1207072200,18.2,68.0,13.0,22,07
2012-07-07 23:00:00,516,178,2,336,0,4,0,0,39,99,37,18,50,0,8,0,0,0,7,5,0,44,25,1207072300,17.1,70.0,13.0,23,07
2012-07-08 00:00:00,749,173,2,574,0,3,0,0,40,100,36,19,50,0,7,0,0,0,137,5,0,44,133,1207080000,16.0,75.0,13.0,00,07
2012-07-08 01:00:00,525,173,2,350,0,3,0,0,40,100,35,19,50,0,7,0,0,0,7,5,0,44,40,1207080100,14.9,76.0,13.0,01,07
2012-07-08 02:00:00,498,171,0,327,0,3,0,0,30,100,38,15,50,0,8,0,0,0,0,5,0,43,35,1207080200,14.1,76.0,13.0,02,07
2012-07-08 03:00:00,836,173,2,661,21,3,0,0,40,100,37,15,50,0,7,0,0,0,125,5,0,44,214,1207080300,13.1,76.0,13.0,03,07
2012-07-08 04:00:00,438,45,0,393,0,3,0,0,40,101,37,15,51,0,8,0,0,0,1,5,0,44,88,1207080400,14.3,73.0,13.0,04,07
2012-07-08 05:00:00,1128,43,0,1085,0,328,0,0,40,99,36,14,50,0,8,0,0,0,130,5,0,202,173,1207080500,14.9,73.0,13.0,05,07
2012-07-08 06:00:00,1206,43,0,1163,0,336,0,0,40,100,36,16,51,0,8,0,0,0,135,5,0,299,137,1207080600,16.6,72.0,13.0,06,07
2012-07-08 07:00:00,488,43,2,443,0,3,0,0,40,100,37,15,51,0,7,0,0,0,1,5,0,43,141,1207080700,17.8,67.0,13.0,07,07
2012-07-08 08:00:00,534,43,2,489,0,3,0,0,42,100,38,15,51,0,8,0,0,0,139,5,0,45,43,1207080800,19.2,62.0,13.0,08,07
2012-07-08 09:00:00,493,45,2,446,0,3,0,0,40,101,38,15,51,0,7,0,0,0,0,5,0,44,142,1207080900,19.3,59.0,13.0,09,07
2012-07-08 10:00:00,507,45,2,460,0,3,0,0,40,100,38,18,51,0,7,0,0,0,123,5,0,43,32,1207081000,19.2,63.0,13.0,10,07
2012-07-08 11:00:00,621,43,2,576,0,3,0,0,40,100,37,15,51,0,7,0,0,0,125,5,0,43,150,1207081100,20.4,69.0,13.0,11,07
2012-07-08 12:00:00,388,43,0,345,0,3,0,0,40,100,38,15,51,0,7,0,0,0,0,5,0,44,42,1207081200,21.0,69.0,13.0,12,07
2012-07-08 13:00:00,520,43,0,477,0,3,0,0,40,100,37,18,52,0,8,0,0,0,129,5,0,43,42,1207081300,21.9,64.0,13.0,13,07
2012-07-08 14:00:00,388,43,4,341,0,3,0,0,41,100,38,15,51,0,7,0,0,0,1,5,0,43,37,1207081400,22.8,59.0,13.0,14,07
2012-07-08 15:00:00,507,43,0,464,0,3,0,0,30,100,37,18,51,0,8,0,0,0,131,5,0,43,38,1207081500,23.1,60.0,13.0,15,07
2012-07-08 16:00:00,626,43,2,581,0,3,0,0,40,100,36,15,51,0,7,0,0,0,139,5,0,44,141,1207081600,23.1,61.0,13.0,16,07
2012-07-08 17:00:00,520,175,2,343,0,3,0,0,40,100,36,16,50,0,7,0,0,0,0,5,0,43,43,1207081700,22.7,61.0,13.0,17,07
2012-07-08 18:00:00,1105,175,2,928,0,3,0,0,40,100,36,19,50,0,7,0,0,0,133,5,0,43,492,1207081800,22.0,61.0,13.0,18,07
2012-07-08 19:00:00,845,498,0,347,0,3,0,0,40,100,37,16,50,0,7,0,0,0,0,22,0,44,28,1207081900,21.6,60.0,13.0,19,07
2012-07-08 20:00:00,2417,2083,0,334,0,3,0,0,39,100,36,15,50,0,7,0,0,0,0,5,0,43,36,1207082000,20.8,63.0,13.0,20,07
2012-07-08 21:00:00,388,43,2,343,0,3,0,0,42,99,37,15,50,0,7,0,0,0,0,5,0,44,41,1207082100,20.7,59.0,12.0,21,07
2012-07-08 22:00:00,388,43,2,343,0,3,0,0,40,100,37,19,50,0,7,0,0,0,1,5,0,43,38,1207082200,19.5,62.0,12.0,22,07
2012-07-08 23:00:00,488,43,0,445,0,3,0,0,39,100,36,15,50,0,7,0,0,0,1,5,0,43,146,1207082300,18.0,62.0,12.0,23,07
2012-07-09 00:00:00,964,436,2,526,0,3,0,0,40,100,35,15,50,0,7,0,0,0,0,34,0,207,35,1207090000,16.1,70.0,12.0,00,07
2012-07-09 01:00:00,786,278,2,506,0,3,0,0,39,100,35,15,50,0,7,0,36,0,134,5,0,43,39,1207090100,15.9,71.0,12.0,01,07
2012-07-09 02:00:00,603,260,0,343,0,3,0,0,40,100,37,14,50,0,7,0,0,0,10,5,0,43,34,1207090200,15.4,67.0,12.0,02,07
2012-07-09 03:00:00,1179,185,2,992,343,3,0,0,40,102,37,15,50,0,7,0,0,0,0,5,0,43,347,1207090300,14.9,70.0,11.0,03,07
2012-07-09 04:00:00,411,41,2,368,0,3,0,0,46,101,36,15,50,1,8,0,31,0,0,5,0,43,29,1207090400,16.0,68.0,11.0,04,07
2012-07-09 05:00:00,1448,43,2,1403,0,3,0,0,40,100,36,160,50,0,7,0,5,0,131,22,0,44,805,1207090500,16.0,66.0,11.0,05,07
2012-07-09 06:00:00,1105,43,0,1062,0,336,0,0,40,101,36,15,51,0,8,0,1,0,0,4,0,345,125,1207090600,15.7,68.0,12.0,06,07
2012-07-09 07:00:00,502,43,2,457,0,3,0,0,40,102,37,15,50,0,7,0,0,0,0,5,0,43,155,1207090700,17.3,62.0,12.0,07,07
2012-07-09 08:00:00,516,43,2,471,0,3,0,0,40,103,36,15,51,0,7,0,0,0,122,5,0,44,45,1207090800,18.4,57.0,13.0,08,07
2012-07-09 09:00:00,498,43,0,455,0,3,0,0,40,101,37,15,51,0,7,0,0,0,1,5,0,45,150,1207090900,19.4,57.0,13.0,09,07
2012-07-09 10:00:00,393,43,2,348,0,3,0,0,42,101,37,17,50,0,7,0,0,0,1,5,0,44,41,1207091000,20.1,55.0,13.0,10,07
2012-07-09 11:00:00,639,191,0,448,0,3,0,0,30,100,38,18,51,0,7,0,0,0,0,5,0,45,151,1207091100,21.4,55.0,13.0,11,07
2012-07-09 12:00:00,397,43,0,354,0,3,0,0,40,100,37,19,50,0,7,0,0,0,1,5,0,43,49,1207091200,21.4,61.0,13.0,12,07
2012-07-09 13:00:00,754,191,2,561,0,3,0,0,40,100,35,15,50,0,7,0,0,0,121,5,0,44,141,1207091300,20.8,63.0,13.0,13,07
2012-07-09 14:00:00,383,43,2,338,0,3,0,0,40,100,36,15,50,0,7,0,0,0,1,5,0,44,37,1207091400,23.0,61.0,13.0,14,07
2012-07-09 15:00:00,621,43,0,578,0,3,0,0,40,100,37,15,50,0,8,0,0,0,130,5,0,44,146,1207091500,23.4,59.0,13.0,15,07
2012-07-09 16:00:00,891,429,0,462,0,3,0,0,40,100,36,15,50,0,7,0,0,0,126,5,0,44,36,1207091600,24.4,52.0,13.0,16,07
2012-07-09 17:00:00,676,228,0,448,0,3,0,0,44,100,37,16,50,0,7,0,0,0,1,5,0,44,141,1207091700,23.5,53.0,13.0,17,07
2012-07-09 18:00:00,776,319,0,457,0,3,0,0,40,100,36,16,50,0,8,0,0,0,123,5,0,44,32,1207091800,21.9,54.0,13.0,18,07
2012-07-09 19:00:00,662,361,2,299,0,3,0,0,39,99,1,15,50,0,7,0,0,0,0,5,0,43,37,1207091900,21.3,54.0,12.0,19,07
2012-07-09 20:00:00,804,372,0,432,0,3,0,0,39,100,1,15,50,0,7,0,0,0,129,5,0,43,40,1207092000,19.1,60.0,12.0,20,07
2012-07-09 21:00:00,1306,308,2,996,0,325,0,0,42,100,1,147,50,0,56,0,0,0,7,4,0,42,222,1207092100,17.2,61.0,13.0,21,07
2012-07-09 22:00:00,1348,182,0,1166,0,333,0,0,40,102,1,15,50,0,8,0,0,0,134,5,0,40,438,1207092200,16.0,57.0,13.0,22,07
2012-07-09 23:00:00,3285,361,0,2924,0,3,0,0,41,382,2135,15,50,0,64,0,0,0,135,5,0,40,54,1207092300,15.0,64.0,13.0,23,07
2012-07-10 00:00:00,1238,703,0,535,0,3,0,0,30,108,1,19,50,0,7,0,0,0,128,5,0,42,142,1207100000,14.6,65.0,13.0,00,07
2012-07-10 01:00:00,836,367,2,467,0,3,0,0,39,109,1,19,50,0,7,0,28,0,133,5,0,42,31,1207100100,13.8,67.0,12.0,01,07
2012-07-10 02:00:00,2239,386,2,1851,0,3,0,14,40,119,1301,23,51,0,21,0,13,0,132,5,0,42,87,1207100200,13.2,66.0,12.0,02,07
2012-07-10 03:00:00,2033,413,0,1620,0,3,0,7,40,116,1254,15,51,0,7,0,1,0,7,5,0,42,72,1207100300,13.0,66.0,13.0,03,07
2012-07-10 04:00:00,1389,335,2,1052,0,330,0,6,40,109,1,23,50,0,16,0,0,0,127,4,0,181,165,1207100400,13.3,64.0,13.0,04,07
2012-07-10 05:00:00,2152,175,2,1975,0,3,0,0,40,108,36,15,51,0,57,0,0,0,1,5,0,42,1617,1207100500,12.8,70.0,13.0,05,07
2012-07-10 06:00:00,955,175,2,778,0,3,0,0,42,110,37,161,51,0,21,0,0,0,0,5,0,42,306,1207100600,14.2,66.0,13.0,06,07
