Time,Temp,Rel_Hum,Weather,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Hour,Month,time_num
2012-05-08 14:00:00,18.5,51.0,11.0,466,43,2,421,0,0,0,0,39,104,37,10,50,0,1,0,0,0,1,5,0,33,141,14,05,1205081400
2012-05-08 15:00:00,17.5,51.0,11.0,653,221,2,430,0,0,0,0,40,103,37,10,51,0,0,0,0,0,125,5,0,33,26,15,05,1205081500
2012-05-08 16:00:00,17.4,54.0,11.0,616,239,0,377,0,0,0,0,40,104,1,10,50,0,0,0,0,0,1,5,0,33,133,16,05,1205081600
2012-05-08 17:00:00,17.1,54.0,10.0,402,43,2,357,0,0,37,0,30,104,35,12,50,0,4,0,0,0,7,5,0,38,35,17,05,1205081700
2012-05-08 18:00:00,14.1,73.0,10.0,6987,45,0,6942,0,0,134,0,39,104,37,14,50,0,3,4636,0,0,122,21,0,37,1745,18,05,1205081800
2012-05-08 19:00:00,13.5,73.0,11.0,703,194,0,509,0,0,169,0,40,104,38,19,51,0,12,0,0,0,0,4,0,37,35,19,05,1205081900
2012-05-08 20:00:00,13.1,59.0,11.0,1279,395,0,884,0,0,0,0,40,104,36,157,50,0,3,258,0,0,0,28,0,38,170,20,05,1205082000
2012-05-08 21:00:00,12.3,55.0,11.0,1128,345,0,783,0,0,0,0,40,104,36,176,50,0,4,0,0,0,130,5,0,38,200,21,05,1205082100
2012-05-08 22:00:00,12.0,50.0,11.0,996,335,2,659,0,0,0,0,40,104,39,168,50,0,3,0,0,0,1,5,0,38,211,22,05,1205082200
2012-05-08 23:00:00,11.5,51.0,11.0,813,361,4,448,0,0,0,0,42,104,38,19,50,0,4,0,0,0,0,5,0,37,149,23,05,1205082300
2012-05-09 00:00:00,10.9,59.0,11.0,836,335,2,499,0,0,181,0,40,104,36,19,50,0,5,0,0,0,1,5,0,38,20,00,05,1205090000
2012-05-09 01:00:00,10.1,62.0,11.0,1238,338,0,900,0,0,0,0,39,103,37,14,50,0,4,228,0,0,132,5,0,38,250,01,05,1205090100
2012-05-09 02:00:00,9.7,52.0,11.0,607,262,0,345,21,0,0,0,40,104,37,15,50,0,4,0,0,0,1,5,0,38,30,02,05,1205090200
2012-05-09 03:00:00,8.9,58.0,11.0,1297,274,2,1021,0,329,0,0,40,105,36,24,50,0,58,0,0,0,0,21,0,203,155,03,05,1205090300
2012-05-09 04:00:00,8.8,61.0,12.0,1370,251,2,1117,0,323,0,0,39,103,36,14,50,0,4,0,0,0,125,4,0,244,175,04,05,1205090400
2012-05-09 05:00:00,8.4,57.0,12.0,900,169,0,731,0,0,0,0,40,104,36,15,51,0,55,0,0,0,1,5,0,36,388,05,05,1205090500
2012-05-09 06:00:00,8.7,58.0,13.0,630,169,2,459,0,0,0,0,44,104,36,19,50,0,4,0,0,0,127,5,0,37,33,06,05,1205090600
2012-05-09 07:00:00,9.2,59.0,13.0,507,169,2,336,0,0,0,0,40,104,35,18,51,0,4,0,0,0,0,5,0,38,41,07,05,1205090700
2012-05-09 08:00:00,9.7,58.0,12.0,630,171,2,457,0,0,0,0,40,104,37,14,51,0,4,0,0,0,132,5,0,37,33,08,05,1205090800
2012-05-09 09:00:00,10.0,56.0,12.0,511,171,0,340,0,0,0,0,40,105,38,19,51,0,4,0,0,0,0,5,0,37,41,09,05,1205090900
2012-05-09 10:00:00,10.7,57.0,12.0,511,173,0,338,0,0,0,0,40,105,37,15,51,0,4,0,0,0,0,5,0,38,43,10,05,1205091000
2012-05-09 11:00:00,11.3,51.0,12.0,502,173,2,327,0,0,0,0,40,104,38,15,51,0,4,0,0,0,0,5,0,37,33,11,05,1205091100
2012-05-09 12:00:00,11.5,51.0,12.0,639,173,0,466,0,0,0,0,41,105,39,15,51,0,4,0,0,0,142,5,0,38,26,12,05,1205091200
2012-05-09 13:00:00,11.8,44.0,12.0,520,175,4,341,0,0,0,0,30,104,37,18,51,0,4,0,0,0,10,5,0,37,45,13,05,1205091300
2012-05-09 14:00:00,12.4,43.0,11.0,749,180,2,567,0,0,0,0,40,103,36,15,50,0,4,0,0,0,132,5,0,37,145,14,05,1205091400
2012-05-09 15:00:00,11.6,44.0,11.0,338,43,2,293,0,0,0,0,39,105,1,15,50,0,4,0,0,0,0,5,0,37,37,15,05,1205091500
2012-05-09 16:00:00,11.8,44.0,12.0,744,313,0,431,0,0,0,0,40,103,37,14,50,0,4,0,0,0,0,5,0,37,141,16,05,1205091600
2012-05-09 17:00:00,11.7,50.0,12.0,690,237,2,451,0,0,0,0,40,104,37,15,51,0,4,0,0,0,127,5,0,37,31,17,05,1205091700
2012-05-09 18:00:00,10.7,53.0,12.0,1987,98,4,1885,0,0,0,0,41,104,37,60,51,0,4,0,0,0,1,5,0,37,1545,18,05,1205091800
2012-05-09 19:00:00,10.2,49.0,12.0,781,411,2,368,0,0,0,0,45,105,35,60,50,0,4,0,0,0,0,5,0,37,27,19,05,1205091900
2012-05-09 20:00:00,9.7,55.0,12.0,776,297,0,479,0,0,0,0,40,104,36,60,50,0,4,0,0,0,0,5,0,37,143,20,05,1205092000
2012-05-09 21:00:00,9.4,54.0,12.0,671,169,4,498,0,0,0,0,41,103,37,60,51,0,4,0,0,0,130,5,0,37,30,21,05,1205092100
2012-05-09 22:00:00,9.3,58.0,12.0,653,171,2,480,0,0,0,0,40,105,38,60,50,0,4,0,0,0,0,5,0,37,141,22,05,1205092200
2012-05-09 23:00:00,9.0,57.0,13.0,543,173,2,368,0,0,0,0,40,103,38,59,50,0,4,0,0,0,0,5,0,37,32,23,05,1205092300
2012-05-10 00:00:00,8.4,61.0,12.0,658,169,4,485,0,0,0,0,40,104,37,60,50,0,4,0,0,0,0,5,0,37,148,00,05,1205100000
2012-05-10 01:00:00,8.5,60.0,12.0,758,363,2,393,0,0,0,0,41,104,37,59,51,0,4,0,0,0,1,21,0,37,38,01,05,1205100100
2012-05-10 02:00:00,8.3,61.0,12.0,909,386,0,523,0,0,123,0,30,103,37,60,50,0,4,0,0,0,0,21,0,38,57,02,05,1205100200
2012-05-10 03:00:00,8.2,63.0,12.0,1494,221,2,1271,0,332,0,0,40,104,37,166,50,0,16,0,0,0,7,5,0,39,475,03,05,1205100300
2012-05-10 04:00:00,7.8,65.0,12.0,6018,383,4,5631,21,0,0,0,40,104,36,79,50,0,58,4600,28,0,0,5,0,38,572,04,05,1205100400
2012-05-10 05:00:00,7.7,60.0,12.0,3669,2092,2,1575,0,330,0,0,41,104,37,157,51,1,70,0,13,0,0,5,0,39,727,05,05,1205100500
2012-05-10 06:00:00,8.2,59.0,12.0,1987,171,0,1816,0,329,0,0,41,104,36,79,51,0,65,0,3,0,130,5,0,258,715,06,05,1205100600
2012-05-10 07:00:00,9.0,57.0,12.0,1535,171,2,1362,0,331,0,0,41,103,36,194,51,0,4,0,0,0,0,5,0,234,363,07,05,1205100700
2012-05-10 08:00:00,9.5,57.0,12.0,2339,175,2,2162,0,0,0,0,43,115,1793,60,51,0,4,0,6,0,0,5,0,38,47,08,05,1205100800
2012-05-10 09:00:00,10.0,56.0,12.0,2426,175,0,2251,0,0,0,0,40,112,1766,62,51,0,4,0,1,0,128,5,0,38,44,09,05,1205100900
2012-05-10 10:00:00,10.2,57.0,12.0,2230,173,0,2057,0,0,0,0,40,111,1465,61,51,0,4,0,1,0,138,5,0,38,143,10,05,1205101000
2012-05-10 11:00:00,10.6,56.0,12.0,557,175,2,380,0,0,0,0,40,103,38,61,51,0,4,0,0,0,1,5,0,38,39,11,05,1205101100
2012-05-10 12:00:00,11.0,55.0,12.0,516,175,2,339,0,0,0,0,41,104,0,60,51,0,4,0,0,0,0,5,0,38,36,12,05,1205101200
2012-05-10 13:00:00,11.6,48.0,12.0,2673,367,0,2306,0,0,0,0,40,113,1785,61,50,0,4,0,1,0,0,5,0,38,209,13,05,1205101300
2012-05-10 14:00:00,12.1,43.0,12.0,2120,173,4,1943,0,0,0,0,41,111,1486,62,50,0,4,0,1,0,124,5,0,38,21,14,05,1205101400
2012-05-10 15:00:00,12.6,44.0,12.0,539,171,2,366,0,0,0,0,30,103,37,60,50,0,4,0,0,0,0,5,0,37,40,15,05,1205101500
2012-05-10 16:00:00,12.4,40.0,12.0,516,171,0,345,0,0,0,0,40,103,36,21,50,0,4,0,12,0,1,5,0,38,35,16,05,1205101600
2012-05-10 17:00:00,12.2,45.0,12.0,808,470,2,336,0,0,0,0,40,102,38,15,51,0,4,0,10,0,0,5,0,38,33,17,05,1205101700
2012-05-10 18:00:00,12.0,39.0,12.0,493,43,2,448,0,0,0,0,40,104,36,18,50,0,4,0,4,0,0,5,0,37,150,18,05,1205101800
2012-05-10 19:00:00,11.3,41.0,12.0,379,43,0,336,0,0,0,0,40,104,36,15,50,0,4,0,0,0,0,5,0,38,44,19,05,1205101900
2012-05-10 20:00:00,10.7,47.0,12.0,822,43,2,777,0,0,0,0,40,104,36,157,50,0,4,0,0,0,128,5,0,37,216,20,05,1205102000
2012-05-10 21:00:00,9.8,54.0,12.0,562,43,2,517,0,0,0,0,42,105,38,19,50,0,58,0,0,0,126,5,0,37,37,21,05,1205102100
2012-05-10 22:00:00,9.3,57.0,12.0,383,43,2,338,0,0,0,0,40,104,38,15,51,0,4,0,0,0,0,5,0,36,45,22,05,1205102200
2012-05-10 23:00:00,8.2,58.0,12.0,379,43,2,334,0,0,0,0,40,105,38,15,50,0,4,0,0,0,1,5,0,37,39,23,05,1205102300
2012-05-11 00:00:00,7.5,56.0,12.0,511,43,0,468,0,0,0,0,39,102,38,15,50,0,4,0,0,0,133,5,0,37,45,00,05,1205110000
2012-05-11 01:00:00,6.2,62.0,12.0,616,290,2,324,0,0,0,0,40,103,37,18,50,0,4,0,0,0,0,5,0,36,31,01,05,1205110100
2012-05-11 02:00:00,6.2,61.0,12.0,804,477,2,325,0,0,0,0,40,104,37,15,51,0,4,0,0,0,0,5,0,37,32,02,05,1205110200
2012-05-11 03:00:00,5.5,67.0,12.0,2942,2316,0,626,0,0,0,153,40,104,37,14,51,0,4,0,0,0,0,21,0,39,163,03,05,1205110300
2012-05-11 04:00:00,5.4,65.0,11.0,1695,235,0,1460,0,0,0,759,45,104,35,81,50,0,69,0,6,0,0,37,0,37,237,04,05,1205110400
2012-05-11 05:00:00,5.8,63.0,12.0,1535,235,2,1298,0,326,0,2,40,103,38,18,51,0,65,0,7,0,0,4,0,375,269,05,05,1205110500
2012-05-11 06:00:00,7.7,58.0,12.0,1320,41,2,1277,0,324,0,0,40,104,36,150,51,0,23,0,6,0,7,5,0,247,284,06,05,1205110600
2012-05-11 07:00:00,9.3,52.0,12.0,516,45,2,469,0,0,0,0,40,104,38,15,51,0,4,0,6,0,128,5,0,39,39,07,05,1205110700
2012-05-11 08:00:00,10.5,49.0,12.0,635,191,2,442,0,0,0,0,40,103,38,15,52,0,4,0,4,0,0,5,0,38,143,08,05,1205110800
2012-05-11 09:00:00,11.0,52.0,12.0,612,180,2,430,0,0,0,0,40,105,1,19,51,0,4,0,1,0,133,5,0,38,33,09,05,1205110900
2012-05-11 10:00:00,11.0,57.0,12.0,2284,175,0,2109,0,0,0,0,41,115,1794,17,51,0,4,0,0,0,0,5,0,38,44,10,05,1205111000
2012-05-11 11:00:00,11.2,61.0,12.0,2499,178,2,2319,0,0,0,0,30,114,1785,15,51,0,4,0,0,0,127,5,0,38,150,11,05,1205111100
2012-05-11 12:00:00,11.4,64.0,13.0,2403,175,0,2228,0,0,0,0,40,114,1776,19,51,0,4,0,0,0,137,5,0,38,44,12,05,1205111200
2012-05-11 13:00:00,12.8,58.0,13.0,2453,345,4,2104,0,0,0,0,40,114,1773,15,51,0,4,0,0,0,1,22,0,38,46,13,05,1205111300
2012-05-11 14:00:00,13.5,51.0,13.0,626,185,2,439,0,0,0,0,40,104,37,18,50,0,4,0,0,0,0,5,0,38,143,14,05,1205111400
2012-05-11 15:00:00,13.6,51.0,13.0,639,180,2,457,0,0,0,0,40,103,37,19,51,0,4,0,0,0,131,5,0,38,29,15,05,1205111500
2012-05-11 16:00:00,14.3,46.0,13.0,612,196,0,416,0,0,0,0,40,104,1,15,51,0,3,0,0,0,122,5,0,37,38,16,05,1205111600
2012-05-11 17:00:00,14.5,47.0,13.0,379,43,4,332,0,0,0,0,43,103,36,16,50,0,3,0,0,0,0,5,0,37,39,17,05,1205111700
2012-05-11 18:00:00,13.8,49.0,12.0,635,173,0,462,0,0,0,0,40,104,36,14,50,0,3,0,0,0,132,5,0,38,40,18,05,1205111800
2012-05-11 19:00:00,12.2,61.0,12.0,498,173,0,325,0,0,0,0,39,104,36,19,50,0,3,0,0,0,1,5,0,38,30,19,05,1205111900
2012-05-11 20:00:00,10.9,64.0,12.0,626,178,2,446,0,0,0,0,40,104,36,18,51,0,3,0,0,0,122,5,0,37,30,20,05,1205112000
2012-05-11 21:00:00,10.9,68.0,12.0,488,43,2,443,0,0,0,0,39,104,35,15,50,0,3,0,0,0,1,5,0,37,154,21,05,1205112100
2012-05-11 22:00:00,9.7,68.0,12.0,374,43,4,327,0,0,0,0,40,104,37,19,51,0,3,0,0,0,0,5,0,38,30,22,05,1205112200
2012-05-11 23:00:00,9.6,66.0,12.0,653,207,2,444,0,0,0,0,40,103,38,14,51,0,3,0,0,0,0,5,0,37,153,23,05,1205112300
2012-05-12 00:00:00,8.9,63.0,12.0,1311,527,2,782,0,0,0,0,30,104,36,165,50,0,30,0,0,0,123,5,0,36,203,00,05,1205120000
2012-05-12 01:00:00,8.8,59.0,12.0,831,388,4,439,0,0,0,0,40,104,36,20,50,0,13,0,0,0,0,5,0,37,134,01,05,1205120100
2012-05-12 02:00:00,7.9,59.0,12.0,891,406,0,485,0,0,0,0,40,104,37,15,50,0,4,0,0,0,158,5,0,37,35,02,05,1205120200
2012-05-12 03:00:00,7.4,58.0,13.0,795,358,0,437,0,0,0,0,40,104,37,14,50,0,4,0,0,0,0,5,0,37,146,03,05,1205120300
2012-05-12 04:00:00,7.4,58.0,13.0,639,180,0,459,0,0,0,0,40,104,37,19,50,0,4,0,0,0,125,5,0,37,38,04,05,1205120400
2012-05-12 05:00:00,7.3,54.0,12.0,1430,182,4,1244,21,0,0,0,40,104,37,15,50,0,54,0,0,0,1,5,0,37,880,05,05,1205120500
2012-05-12 06:00:00,10.2,58.0,12.0,1846,452,0,1394,21,0,0,0,42,104,37,157,51,0,54,0,0,0,0,5,0,37,886,06,05,1205120600
2012-05-12 07:00:00,12.2,53.0,12.0,1119,173,0,946,0,0,0,0,40,104,37,15,51,0,54,0,0,0,148,22,0,37,438,07,05,1205120700
2012-05-12 08:00:00,12.5,59.0,12.0,507,175,2,330,0,0,0,0,40,106,37,15,51,0,4,0,0,0,0,5,0,37,35,08,05,1205120800
2012-05-12 09:00:00,13.5,54.0,12.0,616,178,0,438,0,0,0,0,40,104,37,18,51,0,4,0,0,0,1,5,0,37,141,09,05,1205120900
2012-05-12 10:00:00,13.6,62.0,12.0,507,178,0,329,0,0,0,0,40,104,37,15,51,0,4,0,0,0,1,5,0,38,34,10,05,1205121000
2012-05-12 11:00:00,14.2,63.0,12.0,612,41,2,569,0,0,0,0,40,105,37,15,51,0,4,0,0,0,129,5,0,37,146,11,05,1205121100
2012-05-12 12:00:00,15.8,56.0,12.0,388,43,2,343,0,0,0,0,41,105,38,18,51,0,4,0,0,0,0,5,0,37,44,12,05,1205121200
2012-05-12 13:00:00,16.4,53.0,13.0,443,43,0,400,0,0,0,0,46,105,1,15,51,0,4,0,0,0,0,5,0,37,136,13,05,1205121300
2012-05-12 14:00:00,16.9,48.0,13.0,2175,43,0,2132,0,0,0,0,40,114,1810,15,51,0,4,0,0,0,0,5,0,38,55,14,05,1205121400
2012-05-12 15:00:00,17.7,49.0,13.0,452,45,2,405,0,0,0,0,40,108,1,18,50,0,4,0,0,0,0,5,0,37,142,15,05,1205121500
2012-05-12 16:00:00,17.8,47.0,13.0,479,150,2,327,0,0,0,0,39,103,35,18,50,0,4,0,0,0,0,5,0,37,36,16,05,1205121600
2012-05-12 17:00:00,17.5,49.0,13.0,680,207,4,469,0,0,0,0,40,105,37,18,50,0,4,0,6,0,130,5,0,37,37,17,05,1205121700
2012-05-12 18:00:00,17.0,53.0,13.0,904,374,2,528,0,0,0,0,40,105,36,19,51,0,4,0,3,0,1,5,0,227,37,18,05,1205121800
2012-05-12 19:00:00,15.3,63.0,12.0,621,73,0,548,0,0,0,0,42,105,38,18,52,0,4,0,0,0,0,5,0,241,43,19,05,1205121900
2012-05-12 20:00:00,14.6,70.0,12.0,466,130,2,334,0,0,0,0,40,105,36,15,51,0,4,0,0,0,1,5,0,37,40,20,05,1205122000
2012-05-12 21:00:00,14.2,72.0,12.0,507,175,2,330,0,0,0,0,40,104,37,15,50,0,4,0,0,0,1,5,0,37,37,21,05,1205122100
2012-05-12 22:00:00,13.6,63.0,13.0,667,196,2,469,0,0,12,0,40,103,36,19,50,0,4,0,0,0,125,5,0,37,38,22,05,1205122200
2012-05-12 23:00:00,11.9,82.0,13.0,379,41,2,336,0,0,0,0,39,105,37,15,50,0,4,0,0,0,7,5,0,37,37,23,05,1205122300
2012-05-13 00:00:00,13.5,52.0,13.0,530,43,0,487,0,0,0,0,40,105,37,15,51,0,4,0,0,0,132,21,0,37,45,00,05,1205130000
2012-05-13 01:00:00,10.1,79.0,13.0,539,43,2,494,0,0,0,0,40,106,36,15,50,0,4,0,0,0,158,5,0,37,43,01,05,1205130100
2012-05-13 02:00:00,9.9,69.0,13.0,699,363,2,334,0,0,0,0,44,107,36,15,50,0,4,0,0,0,1,5,0,37,35,02,05,1205130200
2012-05-13 03:00:00,8.6,70.0,13.0,1142,361,2,779,0,0,0,0,40,106,37,154,50,0,4,0,0,0,130,5,0,37,216,03,05,1205130300
2012-05-13 04:00:00,9.9,59.0,13.0,1055,386,0,669,21,0,0,0,40,107,38,15,50,0,54,0,0,0,7,5,0,37,295,04,05,1205130400
2012-05-13 05:00:00,9.1,64.0,12.0,1722,555,2,1165,0,327,0,0,40,106,36,20,51,0,62,0,0,0,0,4,0,268,251,05,05,1205130500
2012-05-13 06:00:00,11.5,63.0,12.0,1375,171,2,1202,0,324,0,0,40,107,36,78,50,0,53,0,0,0,0,4,0,236,274,06,05,1205130600
2012-05-13 07:00:00,13.4,58.0,12.0,507,173,0,334,0,0,0,0,40,106,36,15,51,0,4,0,0,0,7,5,0,38,32,07,05,1205130700
2012-05-13 08:00:00,14.4,64.0,12.0,639,171,0,468,0,0,0,0,41,107,38,19,51,0,4,0,0,0,125,5,0,37,41,08,05,1205130800
2012-05-13 09:00:00,14.9,60.0,12.0,603,171,0,432,0,0,0,0,30,108,38,15,51,0,4,0,0,0,1,5,0,38,142,09,05,1205130900
2012-05-13 10:00:00,15.6,63.0,12.0,507,173,2,332,0,0,0,0,40,109,38,19,51,0,4,0,0,0,0,5,0,38,28,10,05,1205131000
2012-05-13 11:00:00,16.6,65.0,12.0,502,175,2,325,0,0,0,0,40,106,38,19,51,0,4,0,0,0,0,5,0,38,24,11,05,1205131100
2012-05-13 12:00:00,16.8,64.0,12.0,507,173,0,334,0,0,0,0,40,106,36,14,51,0,4,0,0,0,0,5,0,38,40,12,05,1205131200
2012-05-13 13:00:00,17.0,62.0,12.0,511,175,2,334,0,0,0,0,40,108,37,19,51,0,4,0,0,0,0,5,0,38,32,13,05,1205131300
2012-05-13 14:00:00,17.5,59.0,12.0,639,175,2,462,0,0,0,0,40,107,38,15,51,0,4,0,0,0,126,5,0,38,38,14,05,1205131400
2012-05-13 15:00:00,17.7,60.0,12.0,2124,260,2,1862,0,0,0,0,42,107,37,19,51,0,4,0,0,0,8,5,0,37,1552,15,05,1205131500
2012-05-13 16:00:00,18.0,54.0,12.0,699,260,2,437,0,0,0,0,39,104,37,17,51,0,4,0,0,0,0,5,0,37,143,16,05,1205131600
2012-05-13 17:00:00,17.9,56.0,12.0,690,237,2,451,0,0,0,0,40,106,37,15,50,0,4,0,0,0,127,5,0,38,29,17,05,1205131700
2012-05-13 18:00:00,17.4,58.0,12.0,708,377,2,329,0,0,0,0,39,107,37,17,51,0,4,0,0,0,1,5,0,38,30,18,05,1205131800
2012-05-13 19:00:00,16.4,62.0,12.0,383,45,4,334,0,0,0,0,39,106,35,15,50,0,4,0,0,0,7,5,0,38,35,19,05,1205131900
2012-05-13 20:00:00,15.4,63.0,12.0,374,41,0,333,0,0,0,0,40,106,36,15,50,0,4,0,0,0,1,5,0,37,39,20,05,1205132000
2012-05-13 21:00:00,14.7,66.0,12.0,507,43,0,464,0,0,0,0,40,106,38,15,50,0,4,0,0,0,127,5,0,38,41,21,05,1205132100
2012-05-13 22:00:00,14.7,64.0,12.0,502,43,2,457,0,0,0,0,47,106,36,18,50,0,4,0,0,0,136,5,0,38,17,22,05,1205132200
2012-05-13 23:00:00,14.9,65.0,12.0,443,43,0,400,0,0,0,0,40,107,36,24,49,0,63,0,0,0,0,5,0,38,38,23,05,1205132300
2012-05-14 00:00:00,12.7,66.0,13.0,849,77,2,770,0,0,0,0,39,106,36,148,50,1,4,0,0,0,132,5,0,37,212,00,05,1205140000
2012-05-14 01:00:00,12.6,65.0,13.0,895,422,2,471,0,0,0,0,39,107,36,19,50,0,4,0,0,0,135,5,0,37,39,01,05,1205140100
2012-05-14 02:00:00,10.3,79.0,13.0,557,228,2,327,0,0,0,0,40,108,37,15,51,0,4,0,0,0,1,5,0,37,29,02,05,1205140200
2012-05-14 03:00:00,11.3,62.0,13.0,2778,2342,2,434,0,0,0,0,39,107,36,15,50,0,4,0,0,0,1,5,0,38,139,03,05,1205140300
2012-05-14 04:00:00,11.3,72.0,12.0,808,102,2,704,21,0,0,0,41,107,37,19,50,0,4,0,0,0,0,5,0,38,382,04,05,1205140400
2012-05-14 05:00:00,11.9,69.0,12.0,868,230,0,638,0,0,0,0,30,108,37,18,51,0,54,0,0,0,132,5,0,38,165,05,05,1205140500
2012-05-14 06:00:00,12.6,73.0,12.0,1014,43,2,969,0,323,0,0,40,106,36,19,50,0,4,0,0,0,0,4,0,244,143,06,05,1205140600
2012-05-14 07:00:00,14.2,62.0,12.0,1334,43,2,1289,0,327,0,0,40,107,37,14,51,0,4,0,0,0,132,4,0,327,246,07,05,1205140700
2012-05-14 08:00:00,14.2,62.0,12.0,393,45,2,346,0,0,0,0,40,108,37,19,51,0,4,0,0,0,1,5,0,38,43,08,05,1205140800
2012-05-14 09:00:00,15.5,65.0,12.0,626,178,2,446,0,0,0,0,41,109,39,15,51,0,4,0,0,0,0,5,0,37,145,09,05,1205140900
2012-05-14 10:00:00,16.0,65.0,12.0,516,175,2,339,0,0,0,0,41,108,37,15,51,0,4,0,0,0,1,5,0,37,40,10,05,1205141000
2012-05-14 11:00:00,17.2,64.0,12.0,653,173,0,480,0,0,0,0,44,107,37,18,52,0,4,0,0,0,1,5,0,37,175,11,05,1205141100
2012-05-14 12:00:00,17.1,63.0,12.0,648,175,2,471,0,0,0,0,40,108,38,15,51,0,4,0,0,0,136,5,0,38,36,12,05,1205141200
2012-05-14 13:00:00,17.8,64.0,12.0,731,377,2,352,0,0,0,0,40,107,37,15,51,0,4,0,0,0,0,22,0,37,39,13,05,1205141300
2012-05-14 14:00:00,18.2,59.0,12.0,644,182,2,460,0,0,0,0,39,107,36,15,51,0,4,0,0,0,130,5,0,37,36,14,05,1205141400
2012-05-14 15:00:00,18.4,58.0,12.0,388,43,2,343,0,0,0,0,39,106,36,15,50,0,3,0,5,0,0,5,0,37,47,15,05,1205141500
2012-05-14 16:00:00,18.3,57.0,12.0,393,43,2,348,0,0,0,0,40,107,36,18,50,0,3,0,2,0,7,5,0,37,43,16,05,1205141600
2012-05-14 17:00:00,18.5,57.0,12.0,507,41,0,466,0,0,0,0,41,107,36,15,50,0,3,0,0,0,125,5,0,37,47,17,05,1205141700
2012-05-14 18:00:00,17.5,61.0,12.0,370,41,2,327,0,0,0,0,30,107,38,15,51,0,3,0,0,0,0,5,0,38,40,18,05,1205141800
2012-05-14 19:00:00,15.8,67.0,11.0,374,41,0,333,0,0,0,0,39,106,36,18,50,0,3,0,0,0,0,5,0,37,39,19,05,1205141900
2012-05-14 20:00:00,14.3,70.0,12.0,374,41,4,329,0,0,0,0,39,107,36,19,50,0,3,0,0,0,0,5,0,37,33,20,05,1205142000
2012-05-14 21:00:00,14.5,68.0,11.0,388,41,0,347,0,0,0,0,39,107,35,15,50,1,3,0,0,0,10,5,0,37,45,21,05,1205142100
2012-05-14 22:00:00,14.7,70.0,11.0,840,43,0,797,0,0,0,0,40,107,38,175,50,0,26,0,0,0,0,5,0,38,318,22,05,1205142200
2012-05-14 23:00:00,12.6,78.0,12.0,1366,294,2,1070,0,327,0,0,40,107,37,65,51,0,10,0,0,0,0,4,0,219,210,23,05,1205142300
2012-05-15 00:00:00,14.5,70.0,12.0,913,370,2,541,0,0,0,0,43,107,37,64,50,0,4,0,0,0,133,39,0,37,27,00,05,1205150000
2012-05-15 01:00:00,12.8,77.0,12.0,735,244,0,491,0,0,0,0,40,107,37,63,50,0,4,0,0,0,7,5,0,37,141,01,05,1205150100
2012-05-15 02:00:00,12.2,79.0,12.0,648,255,0,393,0,0,0,0,40,106,36,63,49,1,4,0,6,0,7,5,0,38,38,02,05,1205150200
2012-05-15 03:00:00,12.6,76.0,12.0,1124,262,2,860,0,0,0,0,40,107,36,169,50,0,4,0,6,0,0,5,0,37,406,03,05,1205150300
2012-05-15 04:00:00,11.6,75.0,12.0,1023,249,0,774,0,0,0,0,40,108,35,70,50,0,4,0,40,0,0,36,0,37,354,04,05,1205150400
2012-05-15 05:00:00,11.5,76.0,10.0,1297,61,2,1234,0,329,0,0,40,106,36,69,50,0,4,0,18,0,7,5,0,237,333,05,05,1205150500
2012-05-15 06:00:00,12.6,73.0,10.0,566,59,0,507,0,0,0,0,40,107,37,18,50,0,53,0,6,0,0,5,0,37,154,06,05,1205150600
2012-05-15 07:00:00,13.2,70.0,10.0,502,63,0,439,0,0,0,0,46,108,38,15,50,0,4,0,4,0,7,5,0,37,125,07,05,1205150700
2012-05-15 08:00:00,13.7,67.0,10.0,520,189,0,331,0,0,0,0,40,107,38,18,51,0,4,0,0,0,0,5,0,38,30,08,05,1205150800
2012-05-15 09:00:00,14.3,64.0,10.0,639,175,2,462,0,0,0,0,40,106,36,19,51,0,4,0,0,0,127,5,0,38,36,09,05,1205150900
2012-05-15 10:00:00,14.6,65.0,10.0,539,194,0,345,0,0,0,0,40,108,37,19,51,0,4,0,0,0,7,5,0,38,36,10,05,1205151000
2012-05-15 11:00:00,15.3,63.0,10.0,383,43,2,338,0,0,0,0,40,107,38,15,51,0,4,0,0,0,0,5,0,38,40,11,05,1205151100
2012-05-15 12:00:00,15.3,62.0,10.0,388,41,4,343,0,0,0,0,41,107,38,15,51,0,4,0,0,0,1,5,0,37,44,12,05,1205151200
2012-05-15 13:00:00,15.7,62.0,10.0,493,41,2,450,0,0,0,0,42,107,37,19,51,0,4,0,0,0,1,5,0,38,146,13,05,1205151300
2012-05-15 14:00:00,15.1,63.0,10.0,502,171,0,331,0,0,0,0,39,107,37,19,51,0,4,0,1,0,1,5,0,38,29,14,05,1205151400
2012-05-15 15:00:00,17.2,52.0,11.0,507,173,2,332,0,0,0,0,40,106,36,20,50,0,4,0,0,0,0,5,0,37,34,15,05,1205151500
2012-05-15 16:00:00,16.5,49.0,11.0,484,43,2,439,0,0,0,0,40,107,37,15,50,0,4,0,0,0,0,5,0,37,144,16,05,1205151600
2012-05-15 17:00:00,16.6,56.0,12.0,781,43,2,736,0,0,0,0,42,106,37,108,50,0,4,0,0,0,138,5,0,37,209,17,05,1205151700
